merchant_category,transaction_id,customer_id,payment_method,location,is_fraud,transaction_amount,timestamp
grocery,TR63478,C6000,Debit Card,Gils,1,42.82,2025-06-25 10:17:47
electronics,TR95853,C8030,Debit Card,Westwdainesta,1,42.81,2025-06-13 06:47:19
grocery,TR18561,C9040,Debit Card,Nolanb,1,42.29,2025-07-17 18:38:18
electronics,TR21696,C5001,Debit Card,South,1,41.59,2025-06-12 23:03:45
grocery,TR68005,C4551,Debit Card,Mackm,1,42.69,2025-08-01 13:46:26
entertainment,TR07138,C4005,Debit Card,Yostfur,1,41.65,2025-06-27 06:02:47
clothing,TR24541,C1600,Debit Card,Elvin,1,42.79,2025-07-12 18:30:18
grocery,TR63603,C9350,Debit Card,Nort,1,42.81,2025-08-07 14:12:00
clothing,TR89133,C9009,Debit Card,Portpl,1,41.47,2025-06-30 21:31:35
grocery,TR73715,C9003,Debit Card,Juanf,1,41.96,2025-06-19 21:06:55
entertainment,TR20949,C8080,Debit Card,Newrjodee,1,42.25,2025-05-05 09:21:52
clothing,TR11702,C9060,Debit Card,Zemla,1,43.03,2025-02-25 14:15:03
grocery,TR46707,C6600,Debit Card,Portdgenarchy,1,42.74,2025-03-04 08:34:37
grocery,TR56578,C7000,Debit Card,Newhlyn,1,41.62,2025-07-18 16:21:22
entertainment,TR19256,C7854,Debit Card,Brento,1,42.4,2025-04-23 07:47:54
clothing,TR60144,C4520,Debit Card,Andersons,1,41.65,2025-06-10 19:39:23
clothing,TR78119,C0600,Debit Card,South,1,42.16,2025-05-13 02:39:14
electronics,TR92449,C4060,Debit Card,West,1,42.87,2025-04-09 11:08:33
clothing,TR85986,C3000,Debit Card,Obdulia,1,42.19,2025-06-06 00:07:53
clothing,TR18554,C5400,Debit Card,Boyl,1,41.54,2025-07-28 04:18:51
electronics,TR40225,C7450,Debit Card,Harveysta,1,41.53,2025-08-10 16:43:15
entertainment,TR58666,C8005,Debit Card,Carl,1,41.64,2025-04-18 12:45:02
electronics,TR55492,C4060,Debit Card,Northrs,1,42.99,2025-05-18 19:39:08
clothing,TR45707,C1060,Debit Card,Vernonf,1,42.72,2025-08-16 13:00:00
clothing,TR61542,C1002,Debit Card,Eastu,1,43.09,2025-08-10 08:29:36
entertainment,TR59581,C4208,Debit Card,Rosar,1,41.56,2025-08-01 08:56:51
electronics,TR40080,C9008,Debit Card,Newtdonnc,1,42.63,2025-06-29 14:39:49
electronics,TR81577,C5600,Debit Card,Ernsert,1,42.24,2025-05-28 22:11:26
electronics,TR06286,C7003,Debit Card,Neweli,1,42.92,2025-04-08 15:22:52
entertainment,TR97979,C7080,Debit Card,Southwhol,1,41.7,2025-03-27 04:05:25
grocery,TR82121,C9000,Debit Card,Reilly,1,42.1,2025-04-22 23:35:35
grocery,TR36737,C7930,Debit Card,Eastsjo,1,43.04,2025-05-19 09:44:48
electronics,TR03344,C4020,Debit Card,Northjfra,1,43.2,2025-04-29 04:01:05
entertainment,TR54629,C8550,Debit Card,Northi,1,42.08,2025-07-30 07:46:59
entertainment,TR27034,C0671,Debit Card,Southar,1,41.74,2025-06-03 04:26:27
electronics,TR56561,C8000,Debit Card,Newogeorgiann,1,42.33,2025-06-29 06:46:13
clothing,TR41041,C5000,Debit Card,Lakecro,1,42.58,2025-06-12 07:37:23
clothing,TR38251,C7000,Debit Card,Christoperfor,1,42.31,2025-04-17 12:21:35
clothing,TR94831,C5500,Debit Card,Feder,1,41.81,2025-04-23 08:06:19
electronics,TR32348,C5000,Debit Card,Westwt,1,42.78,2025-05-28 12:55:57
entertainment,TR39028,C3000,Debit Card,Wests,1,41.52,2025-07-06 23:46:44
electronics,TR00843,C9900,Debit Card,Newxch,1,41.88,2025-04-20 21:08:03
entertainment,TR34599,C3000,Debit Card,Dore,1,41.71,2025-03-13 00:00:47
clothing,TR83860,C4000,Debit Card,Marni,1,42.66,2025-03-23 20:28:49
electronics,TR43766,C0890,Debit Card,Lake,1,41.58,2025-07-01 01:12:20
grocery,TR07678,C1690,Debit Card,Newqchris,1,41.83,2025-03-13 15:27:31
clothing,TR26277,C7010,Debit Card,Southy,1,41.99,2025-03-18 02:40:12
clothing,TR66676,C0008,Debit Card,Fannie,1,43.16,2025-06-15 22:10:52
electronics,TR27784,C5420,Debit Card,Giatown,1,41.5,2025-05-23 02:55:18
entertainment,TR51631,C7600,Debit Card,Lakeii,1,42.81,2025-08-07 12:17:33
entertainment,TR01492,C1003,Debit Card,Nort,1,42.62,2025-05-02 11:53:20
entertainment,TR28509,C2030,Debit Card,Eastvm,1,43.03,2025-07-17 06:38:55
clothing,TR69230,C7979,Debit Card,Eastjg,1,42.09,2025-04-21 11:49:10
electronics,TR84507,C4070,Debit Card,Terrym,1,42.28,2025-08-18 22:02:52
grocery,TR16576,C4070,Debit Card,Stewar,1,42.94,2025-06-01 09:10:28
electronics,TR51345,C8006,Debit Card,Porthf,1,43.07,2025-03-07 01:06:53
electronics,TR85538,C4627,Debit Card,Sout,1,41.94,2025-02-27 06:48:13
entertainment,TR35067,C8893,Debit Card,Dietrichshire,1,42.87,2025-07-21 06:14:40
grocery,TR84161,C3008,Debit Card,Sonn,1,41.96,2025-05-04 15:36:28
electronics,TR40516,C3993,Debit Card,Halvor,1,41.63,2025-08-04 14:11:50
grocery,TR43867,C2090,Debit Card,Eastqjoce,1,43.09,2025-04-03 02:05:29
entertainment,TR83243,C4020,Debit Card,North,1,41.74,2025-07-07 00:12:50
entertainment,TR18477,C6031,Debit Card,Raumout,1,43.21,2025-04-18 06:09:44
entertainment,TR83570,C6080,Debit Card,Pfeffersidehv,1,42.47,2025-08-05 05:40:33
entertainment,TR86455,C2000,Debit Card,Wessi,1,41.96,2025-08-19 15:44:52
entertainment,TR43776,C0005,Debit Card,Ziema,1,41.59,2025-03-25 05:33:44
electronics,TR86795,C0009,Debit Card,Pfann,1,43.16,2025-05-11 18:29:21
grocery,TR03922,C9005,Debit Card,Elysetons,1,42.33,2025-07-28 09:02:10
entertainment,TR47506,C4307,Debit Card,Nort,1,42.77,2025-05-10 02:58:01
grocery,TR81756,C4156,Debit Card,Okunevato,1,41.5,2025-02-26 06:01:02
electronics,TR27313,C1410,Debit Card,Newo,1,42.86,2025-06-04 20:57:25
entertainment,TR99240,C1045,Debit Card,Eastc,1,41.78,2025-07-26 07:17:12
clothing,TR96141,C6000,Debit Card,Turc,1,42.98,2025-02-27 03:58:45
grocery,TR72717,C0020,Debit Card,Colet,1,41.74,2025-06-16 11:10:10
grocery,TR09753,C0076,Debit Card,Westlo,1,42.1,2025-06-11 04:04:51
grocery,TR09588,C9006,Debit Card,Regina,1,42.5,2025-08-01 18:33:32
entertainment,TR80724,C6757,Debit Card,Westwe,1,42.67,2025-07-21 00:11:39
clothing,TR20797,C1050,Debit Card,Desha,1,42.17,2025-04-17 07:17:29
clothing,TR45033,C2120,Debit Card,Eastipe,1,42.69,2025-07-22 06:06:51
entertainment,TR03104,C1010,Debit Card,Karee,1,43.17,2025-05-22 05:17:38
grocery,TR83162,C6500,Debit Card,Westto,1,42.12,2025-06-12 11:22:47
clothing,TR58504,C0058,Debit Card,Kani,1,42.21,2025-08-17 19:03:19
electronics,TR97397,C4017,Debit Card,Adelleshi,1,41.52,2025-03-20 23:51:11
electronics,TR29925,C0571,Debit Card,Sengershi,1,41.97,2025-08-04 14:42:06
entertainment,TR32338,C2800,Debit Card,Westx,1,43.21,2025-04-09 21:30:02
entertainment,TR88181,C9730,Debit Card,Lakebdanialmo,1,42.48,2025-07-21 02:39:26
entertainment,TR02427,C9760,Debit Card,Eastcc,1,43.0,2025-07-05 13:50:57
electronics,TR66257,C5005,Debit Card,West,1,43.23,2025-07-09 14:12:02
clothing,TR10722,C6479,Debit Card,Eastymerv,1,41.67,2025-08-09 19:40:08
grocery,TR13108,C1519,Debit Card,Newnjul,1,41.45,2025-05-13 20:26:11
electronics,TR77514,C1000,Debit Card,Lake,1,41.99,2025-05-04 20:57:56
grocery,TR94667,C8030,Debit Card,Grego,1,41.97,2025-07-21 04:44:20
clothing,TR88898,C4008,Debit Card,Okunevabergnd,1,42.08,2025-04-22 08:34:05
entertainment,TR65486,C9857,Debit Card,Northnezraeac,1,42.0,2025-05-08 06:31:43
entertainment,TR96300,C5002,Debit Card,Eastbluci,1,42.82,2025-08-01 15:55:16
grocery,TR72199,C2030,Debit Card,Santi,1,41.49,2025-06-16 15:15:29
clothing,TR10537,C5090,Debit Card,Demetri,1,42.51,2025-08-22 07:59:02
entertainment,TR83351,C9000,Debit Card,Newfgeoffreyb,1,42.15,2025-03-29 05:10:01
clothing,TR44635,C9004,Debit Card,Rathsidec,1,42.98,2025-07-21 23:21:57
clothing,TR35754,C2030,Debit Card,South,1,41.7,2025-04-30 02:43:18
entertainment,TR36593,C9092,Debit Card,Gradymout,1,41.96,2025-04-16 08:39:45
clothing,TR33655,C2622,Debit Card,Eastmre,1,41.76,2025-07-15 03:20:43
electronics,TR19426,C2202,Debit Card,Allenbe,1,42.24,2025-07-25 04:30:44
entertainment,TR09567,C3000,Debit Card,Greg,1,41.6,2025-08-07 20:38:34
grocery,TR92890,C0000,Debit Card,Southrr,1,43.19,2025-06-14 11:03:10
electronics,TR09259,C1504,Debit Card,Park,1,41.57,2025-07-08 04:11:08
clothing,TR13756,C1710,Debit Card,Southvo,1,43.09,2025-07-20 11:31:16
clothing,TR24764,C9820,Debit Card,Southj,1,41.88,2025-03-13 20:25:13
grocery,TR72147,C5800,Debit Card,Konopelsk,1,43.2,2025-06-21 01:22:32
clothing,TR06297,C1000,Debit Card,Tulamouthkrcg,1,41.91,2025-04-16 23:25:28
entertainment,TR41374,C0074,Debit Card,Southyaud,1,42.02,2025-04-08 20:14:49
grocery,TR89153,C0431,Debit Card,Newwm,1,42.16,2025-03-16 19:15:41
grocery,TR26942,C3001,Debit Card,Schu,1,42.74,2025-08-01 21:41:53
clothing,TR78615,C2700,Debit Card,Newywen,1,42.85,2025-07-29 22:44:30
grocery,TR16879,C4600,Debit Card,Sout,1,42.74,2025-04-20 19:17:28
grocery,TR06024,C4002,Debit Card,Westi,1,42.57,2025-03-16 04:02:31
grocery,TR28823,C6011,Debit Card,South,1,44.14,2025-06-05 10:33:52
clothing,TR69329,C1005,Debit Card,Crooks,1,44.72,2025-06-16 09:20:04
grocery,TR53504,C0000,Debit Card,Westj,1,44.47,2025-07-25 15:59:15
grocery,TR32624,C4000,Debit Card,Southzk,1,45.64,2025-03-05 03:36:23
entertainment,TR53851,C9600,Debit Card,Hoegerl,1,45.33,2025-03-27 18:23:43
clothing,TR63860,C5700,Debit Card,Portrb,1,45.48,2025-08-20 22:42:24
entertainment,TR14441,C7004,Debit Card,Nort,1,45.24,2025-07-27 18:47:56
clothing,TR46582,C2091,Debit Card,Cheri,1,44.67,2025-07-07 00:00:38
electronics,TR24091,C7830,Debit Card,Port,1,44.88,2025-06-12 11:22:37
clothing,TR82583,C6067,Debit Card,Southzsanford,1,44.13,2025-04-08 12:47:10
clothing,TR88035,C9507,Debit Card,Lakegruby,1,44.85,2025-06-15 17:47:28
electronics,TR13060,C8706,Debit Card,Linn,1,44.29,2025-03-03 15:40:43
electronics,TR22182,C7000,Debit Card,Sylv,1,43.58,2025-08-18 21:46:24
clothing,TR59426,C7000,Debit Card,Irmg,1,44.04,2025-08-02 10:29:05
clothing,TR65774,C7800,Debit Card,Alannahav,1,43.53,2025-07-08 22:27:22
entertainment,TR32901,C9040,Debit Card,Southxjav,1,43.78,2025-05-08 20:30:42
electronics,TR15512,C7380,Debit Card,Divinahav,1,45.44,2025-03-24 06:15:21
electronics,TR94580,C3200,Debit Card,Monetportghul,1,45.69,2025-05-21 05:52:57
electronics,TR01475,C0202,Debit Card,Hanepor,1,43.45,2025-03-07 06:05:44
clothing,TR19124,C8005,Debit Card,Eastika,1,44.34,2025-08-02 07:32:22
entertainment,TR96879,C2038,Debit Card,North,1,45.1,2025-05-09 18:30:13
electronics,TR32019,C6700,Debit Card,Kennithburyud,1,44.77,2025-06-22 17:18:32
entertainment,TR04191,C8550,Debit Card,Lakeoshirleel,1,44.85,2025-03-08 17:33:28
electronics,TR94008,C4007,Debit Card,Kilba,1,43.83,2025-05-10 08:34:39
clothing,TR27118,C3465,Debit Card,Newjbrentboro,1,45.27,2025-04-09 19:17:17
grocery,TR76977,C7004,Debit Card,Kevinsi,1,44.28,2025-04-04 16:10:01
entertainment,TR67432,C8000,Debit Card,Newhjo,1,44.51,2025-06-16 18:57:23
clothing,TR60969,C0058,Debit Card,North,1,44.32,2025-07-24 16:13:31
electronics,TR22877,C0030,Debit Card,Sant,1,43.65,2025-06-20 09:08:52
grocery,TR86842,C1000,Debit Card,Lakekph,1,44.77,2025-07-20 10:55:11
entertainment,TR38066,C5000,Debit Card,Northf,1,44.99,2025-06-05 22:38:26
entertainment,TR69127,C6000,Debit Card,Satt,1,45.57,2025-05-21 03:07:08
entertainment,TR38616,C8050,Debit Card,Melit,1,43.39,2025-04-02 06:34:35
clothing,TR34789,C8000,Debit Card,Claric,1,44.66,2025-07-22 04:40:47
grocery,TR54024,C9910,Debit Card,Westkk,1,45.34,2025-06-17 21:17:51
grocery,TR12139,C7074,Debit Card,Jaskolskitown,1,44.78,2025-07-18 02:07:21
entertainment,TR05461,C8000,Debit Card,Arly,1,43.92,2025-06-10 13:10:20
grocery,TR73868,C3693,Debit Card,West,1,44.83,2025-05-28 17:30:44
grocery,TR43391,C9000,Debit Card,East,1,44.93,2025-07-26 09:32:11
electronics,TR12528,C2000,Debit Card,Kshl,1,44.2,2025-03-29 10:38:34
clothing,TR35312,C3978,Debit Card,Haleych,1,43.24,2025-03-02 06:40:49
clothing,TR21068,C5240,Debit Card,Andersonv,1,44.06,2025-04-03 02:58:40
entertainment,TR94733,C2060,Debit Card,Southx,1,44.47,2025-04-02 11:33:06
entertainment,TR11961,C9050,Debit Card,Fernandolandi,1,44.04,2025-06-13 12:02:03
clothing,TR79563,C3000,Debit Card,Eastalu,1,45.23,2025-08-13 19:47:00
entertainment,TR71838,C3000,Debit Card,Trantowbergxb,1,43.39,2025-03-07 12:18:26
grocery,TR24835,C8704,Debit Card,Ryanmo,1,44.17,2025-06-24 21:35:21
electronics,TR94328,C2040,Debit Card,Billihave,1,43.51,2025-07-28 13:56:48
grocery,TR25261,C2706,Debit Card,Eastpnorm,1,44.69,2025-06-09 20:23:02
entertainment,TR03427,C3301,Debit Card,Newmde,1,43.45,2025-08-18 22:41:42
electronics,TR38286,C6700,Debit Card,Lakersara,1,44.2,2025-08-01 22:06:09
electronics,TR94147,C8050,Debit Card,Imeldasid,1,44.9,2025-05-29 08:12:00
grocery,TR49688,C1000,Debit Card,Guad,1,45.12,2025-05-01 18:38:44
entertainment,TR27360,C6040,Debit Card,Easthcalebvie,1,44.13,2025-03-30 09:45:30
grocery,TR30055,C3969,Debit Card,Luiss,1,45.43,2025-03-26 04:27:26
entertainment,TR81520,C7830,Debit Card,Lake,1,43.71,2025-03-05 23:37:38
electronics,TR81617,C1407,Debit Card,Alexab,1,45.0,2025-06-15 18:33:38
clothing,TR53431,C9007,Debit Card,Westkindi,1,44.73,2025-04-12 21:58:47
clothing,TR10569,C4660,Debit Card,Westflovettaf,1,44.09,2025-03-22 13:13:59
electronics,TR14869,C3000,Debit Card,Guyb,1,43.82,2025-05-04 22:10:37
electronics,TR99161,C9382,Debit Card,Lakefscottiee,1,44.89,2025-02-26 22:59:11
grocery,TR15991,C2870,Debit Card,Eastw,1,44.1,2025-04-29 17:25:55
clothing,TR53437,C9808,Debit Card,Newr,1,45.59,2025-04-10 01:28:44
clothing,TR63091,C8800,Debit Card,Westidora,1,45.34,2025-07-22 09:19:07
electronics,TR71497,C2900,Debit Card,Hoegerm,1,45.15,2025-06-26 14:24:32
electronics,TR93650,C8030,Debit Card,Kulasvi,1,44.98,2025-04-16 12:46:42
electronics,TR29605,C0099,Debit Card,Hoegershi,1,44.73,2025-06-03 08:42:01
grocery,TR92763,C6170,Debit Card,Newgmor,1,44.77,2025-08-03 08:50:16
clothing,TR12598,C8000,Debit Card,Portbtybu,1,45.69,2025-03-10 06:48:44
electronics,TR43226,C4000,Debit Card,Port,1,43.54,2025-05-02 03:50:31
entertainment,TR55334,C1030,Debit Card,Gottli,1,45.61,2025-08-15 06:37:58
grocery,TR92473,C7392,Debit Card,Antoniabu,1,44.62,2025-06-19 13:36:45
electronics,TR19579,C8702,Debit Card,Westjburt,1,43.28,2025-06-29 09:10:59
grocery,TR02729,C2900,Debit Card,Maur,1,43.9,2025-05-03 04:27:33
grocery,TR94182,C9014,Debit Card,Sout,1,43.59,2025-05-30 17:45:28
electronics,TR77367,C3470,Debit Card,Kenethm,1,44.13,2025-03-22 15:49:38
entertainment,TR89040,C5030,Debit Card,East,1,44.69,2025-05-06 08:32:55
entertainment,TR21489,C1609,Debit Card,Cherie,1,45.41,2025-08-15 21:12:26
electronics,TR87529,C2350,Debit Card,Edrat,1,45.13,2025-03-06 05:41:19
entertainment,TR87134,C4502,Debit Card,Eastj,1,43.47,2025-04-03 20:52:13
clothing,TR57113,C1070,Debit Card,Darylviewlrbt,1,43.82,2025-06-14 19:59:18
entertainment,TR91879,C6707,Debit Card,Portbcr,1,44.07,2025-04-05 15:04:19
grocery,TR99965,C6303,Debit Card,Portpa,1,44.48,2025-08-12 23:17:11
electronics,TR61885,C4000,Debit Card,Sout,1,45.68,2025-03-25 19:06:32
clothing,TR32068,C7050,Debit Card,Lakem,1,44.51,2025-03-18 18:09:41
clothing,TR23809,C9040,Debit Card,Lakekd,1,45.29,2025-08-01 18:53:14
grocery,TR82220,C8000,Debit Card,Stephanfu,1,44.32,2025-04-13 04:18:13
electronics,TR35835,C7021,Debit Card,Westdde,1,43.75,2025-03-30 12:34:56
entertainment,TR64120,C8028,Debit Card,Ikehave,1,44.89,2025-07-12 22:05:23
grocery,TR58518,C1007,Debit Card,Gorc,1,43.69,2025-06-16 15:35:48
entertainment,TR59919,C9500,Debit Card,Mervi,1,45.39,2025-04-17 14:57:10
grocery,TR48137,C1400,Debit Card,Stok,1,43.3,2025-07-03 17:50:23
clothing,TR77427,C4189,Debit Card,Malc,1,44.71,2025-06-17 00:09:59
clothing,TR60180,C9500,Debit Card,Eastdl,1,45.27,2025-05-28 22:12:28
entertainment,TR84054,C2909,Debit Card,Ratke,1,44.84,2025-05-07 10:56:28
electronics,TR85588,C6016,Debit Card,Northbd,1,43.57,2025-07-16 19:55:11
electronics,TR18237,C6000,Debit Card,Southp,1,43.48,2025-05-05 05:39:24
grocery,TR88982,C9800,Debit Card,Southw,1,44.15,2025-05-20 16:30:56
entertainment,TR35430,C2007,Debit Card,Hauckmout,1,45.02,2025-08-05 19:10:40
entertainment,TR74963,C5029,Debit Card,Nicolas,1,43.59,2025-04-23 17:51:36
grocery,TR93332,C5801,Debit Card,Sheryllandxyz,1,45.01,2025-05-31 09:22:35
entertainment,TR75622,C6000,Debit Card,Kandiston,1,43.27,2025-08-08 07:17:16
clothing,TR86308,C7601,Debit Card,Port,1,45.18,2025-05-21 19:30:21
entertainment,TR44712,C7520,Debit Card,Northp,1,44.18,2025-06-02 06:18:31
grocery,TR05159,C9010,Debit Card,Watsicast,1,44.6,2025-04-04 07:56:26
clothing,TR85340,C3000,Debit Card,Lakexbr,1,43.64,2025-05-09 09:32:13
clothing,TR52631,C3780,Debit Card,Mcgly,1,44.03,2025-04-11 11:29:49
clothing,TR52963,C4000,Debit Card,Northy,1,44.36,2025-07-21 08:38:06
clothing,TR80574,C1360,Debit Card,Nolanf,1,44.21,2025-03-04 19:01:16
entertainment,TR48017,C8295,Debit Card,Arnul,1,43.44,2025-04-24 14:10:19
entertainment,TR09676,C7896,Debit Card,Northcluvenia,1,43.92,2025-03-08 07:25:25
entertainment,TR75922,C3205,Debit Card,North,1,44.91,2025-04-14 14:33:17
electronics,TR96533,C6800,Debit Card,Westjrayn,1,43.41,2025-04-11 14:03:29
grocery,TR45155,C6010,Debit Card,Westojavierhr,1,44.55,2025-03-07 11:53:14
grocery,TR31103,C9025,Debit Card,Newum,1,45.37,2025-06-14 01:21:19
entertainment,TR65543,C0134,Debit Card,Cinthiabu,1,44.13,2025-04-02 06:47:15
electronics,TR38553,C2200,Debit Card,Southqs,1,43.93,2025-08-19 04:13:22
electronics,TR20939,C0013,Debit Card,Macejkovi,1,44.2,2025-04-02 20:04:43
entertainment,TR60066,C5004,Debit Card,Casseytonhdxp,1,43.81,2025-05-14 20:47:32
electronics,TR06425,C2900,Debit Card,Newwted,1,44.66,2025-05-30 22:07:10
grocery,TR29437,C6008,Debit Card,Block,1,44.4,2025-05-16 04:06:25
grocery,TR94401,C5008,Debit Card,Westgch,1,45.0,2025-03-28 11:44:57
clothing,TR77021,C1077,Debit Card,Pfeffermo,1,45.01,2025-03-02 01:26:24
electronics,TR76344,C0100,Debit Card,Kunde,1,44.29,2025-04-13 06:41:43
electronics,TR53146,C1002,Debit Card,Portj,1,45.46,2025-06-21 07:46:27
clothing,TR81593,C0040,Debit Card,Eastfroma,1,43.97,2025-06-21 22:15:09
clothing,TR60303,C2009,Debit Card,Ryan,1,45.6,2025-06-22 03:19:42
electronics,TR65863,C7700,Debit Card,South,1,45.18,2025-05-01 07:04:59
entertainment,TR29358,C2000,Debit Card,East,1,45.12,2025-04-06 06:36:10
clothing,TR18432,C9208,Debit Card,Muellerportja,1,43.65,2025-05-05 13:11:03
clothing,TR27606,C7400,Debit Card,Walshf,1,44.61,2025-04-12 10:23:56
grocery,TR22471,C7186,Debit Card,Southxjazmine,1,44.42,2025-05-27 04:33:30
electronics,TR32933,C3000,Debit Card,Southmt,1,44.8,2025-03-13 06:02:49
clothing,TR66741,C6000,Unknown Method,Schinnerf,1,44.24,2025-05-28 21:05:55
clothing,TR21555,C3000,Unknown Method,Synthiahavenj,1,44.67,2025-08-18 11:28:34
clothing,TR32551,C1000,Unknown Method,Lake,1,43.98,2025-04-15 05:19:43
grocery,TR93613,C5000,Unknown Method,Newaluk,1,44.2,2025-03-07 22:56:31
grocery,TR98349,C8570,Unknown Method,Wally,1,43.7,2025-06-06 02:17:16
entertainment,TR22744,C8906,Unknown Method,George,1,44.13,2025-07-09 22:07:09
electronics,TR37530,C4017,Unknown Method,Lakekb,1,43.51,2025-08-15 17:36:04
electronics,TR17448,C5300,Unknown Method,Eastnjerrellb,1,44.43,2025-08-16 22:52:08
electronics,TR13394,C2020,Unknown Method,Wallychestert,1,44.02,2025-08-08 16:51:43
clothing,TR10478,C9008,Unknown Method,Leticiabergfv,1,45.43,2025-08-10 14:13:30
clothing,TR00832,C4003,Unknown Method,Westqse,1,43.35,2025-04-22 18:09:08
electronics,TR68730,C1007,Unknown Method,Lakey,1,43.86,2025-07-24 01:47:16
entertainment,TR79154,C9000,Unknown Method,Veumtownognho,1,43.83,2025-07-21 08:49:31
grocery,TR93533,C5000,Unknown Method,Julian,1,43.45,2025-06-17 18:11:17
electronics,TR16470,C4005,Unknown Method,Portvjessicag,1,43.73,2025-05-28 01:32:28
entertainment,TR33523,C0700,Unknown Method,Westcjero,1,44.24,2025-08-03 00:54:48
clothing,TR67350,C8080,Unknown Method,Northyhoneyns,1,43.9,2025-06-18 02:16:30
grocery,TR81454,C8700,Unknown Method,Lakefda,1,43.44,2025-02-24 11:16:48
clothing,TR76811,C7007,Unknown Method,Northz,1,45.24,2025-06-20 14:17:39
entertainment,TR53637,C7180,Unknown Method,Eastvs,1,44.58,2025-08-10 00:17:05
clothing,TR27226,C1020,Unknown Method,Eastxarnulfop,1,43.77,2025-05-13 04:21:42
clothing,TR33936,C3000,Unknown Method,North,1,45.36,2025-03-20 04:52:14
entertainment,TR13578,C4130,Unknown Method,Southkedd,1,43.68,2025-06-05 19:39:43
grocery,TR20199,C4000,Unknown Method,Beat,1,45.09,2025-04-04 14:04:25
entertainment,TR87503,C2020,Unknown Method,Portfm,1,44.56,2025-08-11 23:05:29
electronics,TR72360,C9948,Unknown Method,Fritschto,1,44.89,2025-06-17 23:05:05
grocery,TR54871,C9002,Unknown Method,Maggi,1,44.36,2025-08-08 13:03:57
entertainment,TR12622,C2005,Unknown Method,Gradyberg,1,45.2,2025-03-26 19:31:30
electronics,TR01204,C8000,Unknown Method,East,1,43.6,2025-06-12 00:53:33
entertainment,TR43133,C6408,Unknown Method,Tifanybergerp,1,45.25,2025-08-12 15:06:42
electronics,TR75022,C6490,Unknown Method,Zboncakfo,1,45.35,2025-04-26 01:17:04
grocery,TR81833,C8060,Unknown Method,Jaspervil,1,43.86,2025-05-28 16:18:20
clothing,TR24895,C5007,Unknown Method,Northu,1,45.55,2025-08-14 00:12:42
grocery,TR61110,C7800,Unknown Method,Graci,1,43.71,2025-05-06 17:14:46
entertainment,TR95026,C8009,Unknown Method,Newmf,1,45.29,2025-05-05 08:45:34
entertainment,TR06358,C2041,Unknown Method,Newv,1,44.98,2025-04-05 20:19:39
grocery,TR56874,C1309,Unknown Method,Westcpa,1,45.27,2025-04-26 10:05:26
grocery,TR80495,C9000,Unknown Method,Jastfurtw,1,44.22,2025-07-16 11:56:41
clothing,TR59968,C1472,Unknown Method,Hilp,1,44.04,2025-08-12 05:08:34
electronics,TR07886,C9868,Unknown Method,Northgk,1,44.38,2025-06-03 02:30:06
entertainment,TR79258,C8060,Unknown Method,Danni,1,44.37,2025-07-02 20:08:55
grocery,TR63452,C0700,Unknown Method,Erdma,1,44.1,2025-04-21 01:02:39
entertainment,TR98486,C1960,Unknown Method,Rempel,1,44.56,2025-05-02 14:07:14
clothing,TR81870,C0700,Unknown Method,Goodwintonjxu,1,44.29,2025-07-11 01:26:43
clothing,TR12259,C7030,Unknown Method,Lyndo,1,45.54,2025-02-27 12:13:30
electronics,TR79622,C9599,Unknown Method,Carlosh,1,43.81,2025-03-17 18:14:14
grocery,TR70797,C6210,Unknown Method,Jeffreypo,1,43.26,2025-03-08 18:31:43
clothing,TR96158,C8072,Unknown Method,Murphysid,1,43.41,2025-08-09 13:24:36
entertainment,TR06393,C1170,Unknown Method,Portpca,1,44.68,2025-03-27 04:52:09
electronics,TR43104,C9906,Unknown Method,East,1,44.83,2025-05-30 07:41:59
grocery,TR04730,C1703,Unknown Method,Rogel,1,44.25,2025-04-13 16:32:57
grocery,TR28117,C3053,Unknown Method,Melstadzoohka,1,43.76,2025-05-14 07:54:31
grocery,TR06223,C5000,Unknown Method,Leigh,1,43.56,2025-04-04 09:02:04
grocery,TR95869,C6600,Unknown Method,Newiroxan,1,43.95,2025-04-16 10:58:04
clothing,TR66377,C5040,Unknown Method,Northzf,1,43.63,2025-04-20 23:54:19
entertainment,TR30225,C3205,Unknown Method,Northqbur,1,44.72,2025-04-07 07:17:14
entertainment,TR46536,C9005,Unknown Method,East,1,44.26,2025-04-24 15:11:42
grocery,TR80939,C3070,Unknown Method,Kaitlyn,1,44.22,2025-06-22 19:54:09
electronics,TR05427,C5084,Unknown Method,Murazikmoutha,1,43.61,2025-06-10 16:21:32
clothing,TR39740,C9500,Unknown Method,Janeanf,1,43.52,2025-04-12 07:09:25
clothing,TR23614,C2000,Unknown Method,North,1,45.01,2025-07-28 21:22:25
electronics,TR87753,C9810,Unknown Method,Michalemo,1,44.26,2025-04-29 18:56:37
electronics,TR99990,C7000,Unknown Method,Southy,1,45.07,2025-03-11 22:34:49
grocery,TR91185,C5200,Unknown Method,Susann,1,44.39,2025-03-12 04:59:56
clothing,TR76807,C9009,Unknown Method,Rickie,1,44.4,2025-03-17 02:51:12
clothing,TR31635,C5040,Unknown Method,Portrca,1,44.24,2025-07-12 14:11:03
grocery,TR02757,C8000,Unknown Method,Ullri,1,45.31,2025-05-20 02:49:24
electronics,TR36202,C7408,Unknown Method,Newi,1,43.83,2025-06-18 18:25:23
