id,from_account_id,to_account_id,amount,transaction_type,status,description,created_at,updated_at
100250,100250,100250,781.50,refund,incomplete,Off with his head!,2009-10-31 13:02:06,2019-02-02 02:22:20
100251,100251,100251,8977.42,credit,complete,O! she doth teach th,2018-07-02 11:08:12,2011-03-01 14:17:48
100252,100252,100252,3371.28,refund,incomplete,An honest tale speed,2005-10-14 03:17:03,2024-05-01 15:17:31
100253,100253,100253,7179.22,refund,complete,The play 's the thin,2016-06-14 06:31:38,2022-04-14 15:23:45
100254,100254,100254,1523.94,debit,incomplete,For you and I are pa,2009-06-30 01:53:03,2006-06-08 08:34:01
100255,100255,100255,2458.51,debit,complete,"It is the east, and ",2017-09-06 16:03:42,2014-02-27 18:56:44
100256,100256,100256,3415.26,credit,complete,An honest tale speed,2010-06-15 03:35:18,2006-05-14 16:06:09
100257,100257,100257,9454.68,debit,incomplete,How bitter a thing i,2006-04-29 10:42:36,2021-07-24 14:32:39
100258,100258,100258,7259.68,credit,complete,Now is the winter of,2024-04-09 03:00:26,2017-10-02 11:05:01
100259,100259,100259,7285.25,debit,incomplete,"Good Night, Good nig",2004-11-19 02:46:48,2022-04-24 20:34:49
100260,100260,100260,9223.77,debit,complete,Neither a borrower n,2011-12-08 15:23:51,2005-09-09 07:35:38
100261,100261,100261,4941.89,debit,incomplete,For you and I are pa,2014-02-14 15:10:23,2014-11-30 00:11:14
100262,100262,100262,6915.36,refund,incomplete,An honest tale speed,2010-06-04 17:24:46,2021-12-23 00:36:55
100263,100263,100263,3922.66,credit,complete,This above all: to t,2025-07-23 12:58:43,2025-03-11 03:30:58
100264,100264,100264,3516.87,refund,incomplete,Tempt not a desperat,2011-10-05 20:59:24,2024-09-25 03:01:15
100265,100265,100265,1453.79,credit,complete,Conscience is but a ,2024-04-08 05:55:26,2019-03-28 14:06:16
100266,100266,100266,3834.65,credit,complete,I like this place an,2013-05-25 14:16:00,2009-02-28 18:36:55
100267,100267,100267,7945.32,debit,incomplete,"When sorrows come, t",2005-09-02 05:52:21,2015-05-30 15:52:52
100268,100268,100268,9519.23,refund,incomplete,Now is the winter of,2019-08-04 15:59:41,2013-06-19 16:05:23
100269,100269,100269,8671.37,credit,incomplete,"So wise so young, th",2002-07-10 03:06:31,2007-07-12 23:07:26
100270,100270,100270,4064.20,refund,complete,A little more than k,2002-06-28 03:07:27,2012-12-01 23:11:55
100271,100271,100271,3796.34,debit,complete,The world is grown s,2002-08-03 09:19:54,2003-10-06 11:55:42
100272,100272,100272,5406.54,debit,incomplete,Wisely and slow; the,2005-10-10 08:47:19,2011-05-04 14:46:08
100273,100273,100273,9666.94,credit,incomplete,Not stepping o'er th,2005-02-12 10:50:33,2019-08-09 04:58:17
100274,100274,100274,2929.81,credit,incomplete,Brevity is the soul ,2020-05-02 11:43:13,2015-10-19 23:25:21
100275,100275,100275,2298.42,debit,incomplete,For you and I are pa,2025-08-09 07:30:55,2001-06-02 12:52:23
100276,100276,100276,8220.35,debit,complete,"O Romeo, Romeo! wher",2023-07-25 05:34:07,2010-03-21 03:45:38
100277,100277,100277,5899.06,credit,complete,Do you think I am ea,2020-12-12 19:57:37,2013-03-09 22:12:56
100278,100278,100278,3257.79,credit,incomplete,True is it that we h,2024-02-24 12:52:56,2010-07-15 01:54:57
100279,100279,100279,2452.05,refund,complete,The world is grown s,2015-12-19 11:34:49,2020-08-20 03:45:44
100280,100280,100280,2954.84,credit,incomplete,There is nothing eit,2016-10-14 06:51:55,2013-12-21 22:12:43
100281,100281,100281,5320.37,credit,complete,"O Romeo, Romeo! wher",2025-03-14 02:47:00,2020-03-15 19:02:55
100282,100282,100282,9621.68,credit,incomplete,"Blow, blow, thou win",2024-08-17 11:33:17,2010-08-26 06:19:37
100283,100283,100283,721.83,credit,complete,"Good Night, Good nig",2015-10-02 23:58:26,2004-02-08 06:02:58
100284,100284,100284,7450.58,credit,incomplete,I like this place an,2022-10-16 10:50:10,2001-10-20 06:20:57
100285,100285,100285,6062.04,credit,complete,"See, how she leans h",2017-05-10 01:37:55,2020-03-06 22:33:47
100286,100286,100286,4332.31,refund,incomplete,Off with his head!,2002-08-22 04:07:02,2011-12-29 20:33:45
100287,100287,100287,6490.40,refund,complete,An honest tale speed,2019-07-20 19:59:39,2004-01-16 20:18:30
100288,100288,100288,3974.42,debit,complete,"To be, or not to be:",2010-02-23 23:23:17,2015-11-15 20:37:59
100289,100289,100289,8793.32,debit,incomplete,The world is grown s,2011-06-15 06:45:24,2002-06-18 13:22:04
100290,100290,100290,2539.76,refund,incomplete,"Good Night, Good nig",2001-04-24 08:58:46,2011-05-26 06:04:03
100291,100291,100291,650.48,debit,complete,For you and I are pa,2013-12-12 07:21:56,2015-10-12 06:22:01
100292,100292,100292,3921.48,refund,complete,The world is grown s,2009-07-08 09:21:48,2020-07-25 20:49:46
100293,100293,100293,9301.94,refund,incomplete,"So wise so young, th",2009-07-04 13:07:12,2024-07-01 09:13:08
100294,100294,100294,5778.55,debit,complete,I like this place an,2002-12-20 07:06:28,2014-08-25 22:25:02
100295,100295,100295,5409.09,credit,complete,Not stepping o'er th,2014-05-15 01:51:13,2001-02-12 00:20:41
100296,100296,100296,2944.09,refund,incomplete,Can one desire too m,2011-10-24 09:26:41,2011-05-19 20:07:50
100297,100297,100297,9100.75,credit,complete,"O Romeo, Romeo! wher",2003-07-20 18:37:48,2009-11-23 18:20:21
100298,100298,100298,5562.81,credit,incomplete,"See, how she leans h",2008-11-30 10:10:44,2016-09-03 04:24:52
100299,100299,100299,7294.03,credit,incomplete,Though this be madne,2017-06-25 20:40:14,2025-04-30 09:21:53
100300,100300,100300,9994.43,refund,complete,A horse! a horse! my,2020-09-24 02:23:13,2018-09-14 03:10:19
100301,100301,100301,5938.37,credit,incomplete,The world is grown s,2024-05-20 14:51:03,2019-01-07 13:18:57
100302,100302,100302,1226.08,refund,incomplete,Conscience is but a ,2008-08-10 02:00:52,2003-11-13 14:33:31
100303,100303,100303,2081.05,refund,incomplete,How bitter a thing i,2003-01-03 00:09:07,2020-11-09 07:41:56
100304,100304,100304,5261.66,refund,incomplete,Now is the winter of,2006-09-06 16:24:13,2006-04-19 07:56:08
100305,100305,100305,7976.45,refund,incomplete,"Blow, blow, thou win",2020-03-02 08:09:47,2011-06-23 17:44:00
100306,100306,100306,9100.77,refund,incomplete,The world is grown s,2022-02-22 21:32:29,2023-04-26 01:54:51
100307,100307,100307,9901.50,debit,incomplete,An honest tale speed,2003-05-14 08:38:56,2016-06-09 22:38:40
100308,100308,100308,8790.77,refund,incomplete,Not stepping o'er th,2002-04-17 05:00:11,2019-11-22 23:30:54
100309,100309,100309,5093.19,debit,incomplete,How bitter a thing i,2021-12-01 22:23:07,2009-12-08 10:35:59
100310,100310,100310,3345.15,debit,complete,The fool doth think ,2023-04-23 07:31:43,2012-11-23 06:33:13
100311,100311,100311,1143.36,credit,incomplete,Off with his head!,2006-04-10 08:29:16,2007-03-21 17:35:34
100312,100312,100312,3689.96,debit,complete,The world is grown s,2004-02-23 18:57:35,2007-04-24 02:57:26
100313,100313,100313,8282.79,refund,incomplete,"When sorrows come, t",2023-10-12 15:43:42,2013-06-18 17:42:59
100314,100314,100314,2251.32,debit,incomplete,What a piece of work,2009-06-10 23:47:51,2004-12-27 10:34:37
100315,100315,100315,8924.87,debit,complete,For ever and a day.,2005-11-29 18:57:19,2022-08-13 19:12:47
100316,100316,100316,5264.54,debit,complete,"It is the east, and ",2003-09-22 12:24:50,2003-08-14 14:07:34
100317,100317,100317,3442.49,credit,incomplete,The king's name is a,2012-11-30 06:19:33,2010-06-23 14:36:49
100318,100318,100318,7705.15,debit,complete,A horse! a horse! my,2012-01-08 17:03:59,2022-01-22 08:11:00
100319,100319,100319,1898.44,debit,complete,It seems she hangs u,2001-04-18 06:16:32,2024-01-23 23:37:43
100320,100320,100320,159.80,debit,complete,I like this place an,2005-08-17 13:53:38,2018-02-27 21:16:39
100321,100321,100321,8973.94,credit,complete,For ever and a day.,2025-05-25 09:03:56,2008-09-05 21:39:30
100322,100322,100322,9620.06,debit,complete,"Good Night, Good nig",2012-01-04 04:15:25,2002-09-04 22:05:54
100323,100323,100323,1933.31,credit,incomplete,Neither a borrower n,2005-09-30 21:16:35,2002-02-13 10:02:12
100324,100324,100324,7651.77,debit,complete,Brevity is the soul ,2018-07-08 10:17:49,2004-12-05 06:44:21
100325,100325,100325,7572.61,refund,complete,Conscience is but a ,2010-04-18 12:31:05,2020-03-17 08:29:41
100326,100326,100326,1628.84,refund,complete,For ever and a day.,2005-06-02 03:10:28,2005-01-26 17:33:04
100327,100327,100327,4829.28,debit,incomplete,True is it that we h,2019-03-15 23:21:58,2012-11-07 01:12:47
100328,100328,100328,8594.05,credit,incomplete,A horse! a horse! my,2018-08-28 00:16:27,2020-06-18 18:20:06
100329,100329,100329,1338.90,credit,incomplete,For ever and a day.,2012-01-21 07:22:27,2007-02-18 06:04:44
100330,100330,100330,9093.56,credit,complete,I like this place an,2012-09-21 14:55:15,2008-11-21 09:28:37
100331,100331,100331,8629.62,credit,incomplete,The world is grown s,2000-12-18 06:39:41,2020-10-11 03:19:53
100332,100332,100332,6210.39,debit,complete,"It is the east, and ",2010-10-25 09:10:03,2016-11-13 14:48:33
100333,100333,100333,5916.86,refund,complete,For ever and a day.,2017-05-02 01:28:07,2002-02-04 18:09:31
100334,100334,100334,5581.36,credit,incomplete,The fool doth think ,2016-05-03 04:32:31,2010-08-15 14:01:05
100335,100335,100335,3329.89,credit,incomplete,An honest tale speed,2003-09-07 08:30:02,2020-08-24 13:32:13
100336,100336,100336,6916.96,credit,incomplete,Rich gifts wax poor ,2020-06-08 18:53:20,2004-03-03 23:28:47
100337,100337,100337,3751.04,credit,complete,How bitter a thing i,2009-10-27 11:33:40,2017-07-21 15:05:33
100338,100338,100338,9354.10,credit,incomplete,"And it must follow, ",2017-06-29 01:27:36,2001-08-14 23:31:52
100339,100339,100339,7820.34,refund,complete,Brevity is the soul ,2008-04-02 00:40:15,2023-11-04 18:54:36
100340,100340,100340,8664.90,credit,incomplete,This above all: to t,2002-05-23 11:29:05,2025-05-30 06:02:23
100341,100341,100341,8749.52,debit,incomplete,"Good Night, Good nig",2001-01-30 07:36:29,2005-10-22 15:35:04
100342,100342,100342,7133.13,refund,incomplete,It seems she hangs u,2013-02-21 14:32:48,2018-02-07 09:29:55
100343,100343,100343,4753.04,credit,complete,"So wise so young, th",2021-05-13 14:34:30,2017-06-02 07:31:31
100344,100344,100344,8912.69,credit,incomplete,O! she doth teach th,2019-06-28 23:34:45,2012-11-19 02:20:39
100345,100345,100345,4650.67,credit,incomplete,The king's name is a,2011-07-31 04:15:55,2008-10-14 10:37:07
100346,100346,100346,8425.43,refund,complete,What a piece of work,2014-09-12 07:23:41,2002-01-22 13:04:26
100347,100347,100347,1691.24,refund,incomplete,The world is grown s,2008-12-27 00:50:12,2006-05-06 09:34:26
100348,100348,100348,4269.81,debit,complete,All the world 's a s,2010-12-16 01:32:16,2004-05-23 18:59:26
100349,100349,100349,7213.62,debit,incomplete,What's in a name? Th,2008-11-29 22:09:03,2012-05-18 07:38:06
100350,100350,100350,35.61,refund,complete,How bitter a thing i,2023-03-07 17:52:12,2004-11-25 02:27:11
100351,100351,100351,7376.34,refund,complete,True is it that we h,2018-03-01 03:11:31,2006-08-21 07:40:45
100352,100352,100352,9097.11,refund,incomplete,I like this place an,2018-06-24 20:45:32,2003-05-26 16:44:19
100353,100353,100353,5987.21,debit,incomplete,All the world 's a s,2006-08-19 17:18:44,2002-06-21 21:29:14
100354,100354,100354,7038.36,refund,incomplete,How bitter a thing i,2002-11-11 11:06:53,2003-10-29 09:38:05
100355,100355,100355,5239.60,refund,incomplete,Conscience is but a ,2020-10-25 03:10:06,2014-05-05 05:35:34
100356,100356,100356,905.87,refund,incomplete,How bitter a thing i,2010-08-30 14:23:51,2003-09-19 11:28:06
100357,100357,100357,4859.15,debit,complete,Doubt that the sun d,2021-10-27 11:02:54,2003-02-01 14:23:49
100358,100358,100358,3449.06,credit,incomplete,Neither a borrower n,2019-06-22 18:22:56,2013-04-11 20:42:23
100359,100359,100359,2388.60,refund,complete,All the world 's a s,2013-03-20 07:49:18,2003-05-09 23:33:55
100360,100360,100360,6267.04,refund,incomplete,What's in a name? Th,2007-05-08 09:39:24,2015-09-26 06:48:45
100361,100361,100361,1847.51,refund,complete,True is it that we h,2012-01-30 05:39:06,2013-01-25 19:56:50
100362,100362,100362,3105.46,debit,complete,"So wise so young, th",2002-02-07 03:39:30,2018-03-20 17:49:33
100363,100363,100363,1214.94,credit,complete,"Blow, blow, thou win",2012-09-29 21:10:42,2004-12-07 03:26:16
100364,100364,100364,2123.25,credit,incomplete,Not stepping o'er th,2011-02-28 18:06:03,2010-03-11 20:44:35
100365,100365,100365,7668.11,refund,incomplete,For ever and a day.,2002-12-16 23:26:51,2008-06-29 18:03:57
100366,100366,100366,8861.37,debit,incomplete,The fool doth think ,2000-12-23 05:56:23,2020-05-18 13:09:45
100367,100367,100367,2497.87,debit,incomplete,Brevity is the soul ,2020-02-17 08:27:37,2012-06-14 02:21:41
100368,100368,100368,3890.87,refund,incomplete,How bitter a thing i,2002-06-29 12:59:15,2016-02-22 05:55:17
100369,100369,100369,9496.89,debit,complete,There is nothing eit,2011-08-28 04:44:11,2000-09-25 03:46:08
100370,100370,100370,6093.72,credit,incomplete,The king's name is a,2024-03-22 18:20:57,2019-01-26 16:17:00
100371,100371,100371,3419.75,credit,incomplete,A little more than k,2023-02-12 05:06:27,2017-11-01 11:19:44
100372,100372,100372,3545.65,credit,complete,The world is grown s,2018-05-27 05:38:21,2005-08-17 00:04:15
100373,100373,100373,1043.16,credit,incomplete,It seems she hangs u,2003-03-27 09:44:13,2008-05-07 18:23:05
100374,100374,100374,4736.93,credit,complete,The king's name is a,2023-11-10 22:56:54,2006-10-04 22:19:24
100375,100375,100375,1262.70,debit,incomplete,I like this place an,2013-03-21 00:33:55,2006-02-04 13:24:45
100376,100376,100376,8004.71,refund,complete,The king's name is a,2006-04-10 18:15:58,2006-07-01 13:36:43
100377,100377,100377,2559.46,debit,incomplete,Conscience is but a ,2003-09-29 02:48:46,2023-07-08 23:07:44
100378,100378,100378,2584.45,debit,complete,There is nothing eit,2008-07-12 19:46:50,2023-11-03 22:10:43
100379,100379,100379,3721.73,credit,incomplete,What a piece of work,2012-07-23 00:58:46,2022-01-05 00:05:17
100380,100380,100380,549.47,refund,incomplete,Brevity is the soul ,2018-09-15 08:08:05,2014-12-02 22:27:31
100381,100381,100381,4736.29,credit,complete,O! she doth teach th,2012-05-16 13:06:19,2018-03-25 02:22:04
100382,100382,100382,1434.71,refund,incomplete,The fool doth think ,2009-10-06 10:10:02,2018-05-12 12:19:55
100383,100383,100383,9748.30,refund,incomplete,Conscience is but a ,2015-12-18 10:22:52,2010-09-07 23:27:12
100384,100384,100384,5778.02,debit,incomplete,"Blow, blow, thou win",2020-05-28 06:51:35,2021-08-10 09:33:06
100385,100385,100385,8564.28,debit,incomplete,It seems she hangs u,2025-01-03 01:39:16,2018-03-13 14:03:11
100386,100386,100386,6809.34,credit,complete,Not stepping o'er th,2002-12-30 05:30:19,2015-03-22 06:26:43
100387,100387,100387,629.18,refund,complete,"Good Night, Good nig",2006-04-15 14:04:14,2008-05-26 12:30:57
100388,100388,100388,1632.04,debit,incomplete,O! she doth teach th,2012-04-01 19:25:14,2022-07-13 07:01:08
100389,100389,100389,9194.13,credit,incomplete,"So wise so young, th",2004-06-30 12:47:13,2011-12-04 11:24:55
100390,100390,100390,1434.57,debit,incomplete,Wisely and slow; the,2019-03-16 07:43:53,2005-05-01 10:22:36
100391,100391,100391,9609.02,debit,complete,Now is the winter of,2019-01-22 07:45:51,2008-11-27 21:35:33
100392,100392,100392,412.96,debit,complete,That it should come ,2010-09-03 07:08:14,2013-06-30 01:46:05
100393,100393,100393,5583.96,credit,complete,Now is the winter of,2014-05-05 13:35:08,2005-09-01 23:04:21
100394,100394,100394,2451.71,credit,incomplete,How bitter a thing i,2023-01-07 07:34:19,2000-12-11 06:01:17
100395,100395,100395,9781.04,credit,incomplete,Now is the winter of,2003-09-28 03:43:59,2020-01-07 04:56:37
100396,100396,100396,4382.98,debit,incomplete,In my mind's eye.,2007-09-30 19:04:59,2023-02-07 09:53:51
100397,100397,100397,9296.40,debit,complete,In my mind's eye.,2011-08-03 22:56:30,2006-08-21 06:22:38
100398,100398,100398,2410.85,debit,incomplete,There is nothing eit,2010-10-09 08:08:18,2011-01-16 17:31:27
100399,100399,100399,4198.83,debit,incomplete,True is it that we h,2019-12-26 02:36:09,2004-03-23 21:37:03
100400,100400,100400,541.37,credit,incomplete,This above all: to t,2002-11-14 17:27:20,2009-04-13 06:07:13
100401,100401,100401,5192.15,credit,incomplete,For ever and a day.,2023-03-19 07:54:37,2005-09-03 18:25:43
100402,100402,100402,4502.19,refund,incomplete,Now is the winter of,2021-07-20 20:15:38,2009-06-06 18:48:31
100403,100403,100403,9203.17,credit,complete,"When sorrows come, t",2014-04-22 09:44:48,2023-05-30 15:25:01
100404,100404,100404,3472.81,credit,complete,How bitter a thing i,2025-03-21 14:51:39,2006-04-08 20:30:11
100405,100405,100405,3964.20,credit,complete,Though this be madne,2012-03-12 18:51:14,2016-07-23 05:13:55
100406,100406,100406,3192.28,debit,complete,"It is the east, and ",2004-03-27 08:29:14,2001-12-28 03:30:57
100407,100407,100407,1811.32,credit,complete,Doubt that the sun d,2002-09-02 20:05:43,2020-12-24 11:05:14
100408,100408,100408,4783.47,credit,incomplete,"Blow, blow, thou win",2001-06-08 01:39:48,2023-03-09 15:23:06
100409,100409,100409,1466.70,refund,incomplete,Conscience is but a ,2024-02-17 21:52:24,2016-01-26 06:06:53
100410,100410,100410,2457.75,refund,complete,True is it that we h,2001-09-21 10:55:53,2013-01-18 10:01:07
100411,100411,100411,4682.41,credit,incomplete,Wisely and slow; the,2021-05-22 22:49:42,2004-08-14 14:45:29
100412,100412,100412,2572.82,refund,incomplete,The world is grown s,2008-11-16 10:28:01,2020-10-12 13:34:25
100413,100413,100413,2614.54,refund,incomplete,How bitter a thing i,2019-12-14 13:16:38,2000-11-04 23:15:24
100414,100414,100414,5147.37,credit,incomplete,True is it that we h,2016-11-17 02:53:36,2019-04-18 11:36:47
100415,100415,100415,7650.73,credit,incomplete,"Blow, blow, thou win",2001-10-26 02:07:41,2021-11-30 13:47:45
100416,100416,100416,4632.41,credit,incomplete,Can one desire too m,2010-11-11 22:57:24,2024-10-05 12:01:51
100417,100417,100417,8264.76,credit,complete,There is nothing eit,2006-03-02 11:45:21,2006-03-24 06:06:05
100418,100418,100418,8653.09,refund,complete,Tempt not a desperat,2001-07-29 04:42:56,2018-10-07 05:57:07
100419,100419,100419,3110.08,refund,complete,Not stepping o'er th,2002-02-24 06:21:13,2000-10-25 10:05:11
100420,100420,100420,4620.32,credit,complete,The king's name is a,2017-04-23 20:28:06,2010-06-01 10:58:35
100421,100421,100421,1937.76,debit,incomplete,"O Romeo, Romeo! wher",2025-05-21 07:29:33,2021-06-01 11:29:58
100422,100422,100422,4034.21,refund,complete,Conscience is but a ,2025-05-15 07:03:22,2005-08-30 04:05:54
100423,100423,100423,3635.70,credit,incomplete,An honest tale speed,2017-01-29 00:14:10,2013-05-12 20:21:23
100424,100424,100424,1328.64,debit,incomplete,Doubt that the sun d,2020-02-04 22:22:55,2003-02-27 03:45:18
100425,100425,100425,9496.62,refund,incomplete,Can one desire too m,2005-12-24 10:23:20,2012-09-13 12:16:18
100426,100426,100426,8013.69,credit,incomplete,What's in a name? Th,2012-05-25 06:32:16,2015-10-28 05:06:42
100427,100427,100427,4146.27,refund,incomplete,Neither a borrower n,2014-04-28 02:46:51,2023-01-05 20:03:36
100428,100428,100428,7343.14,credit,incomplete,For you and I are pa,2004-05-15 02:30:26,2019-08-01 13:31:14
100429,100429,100429,8974.41,credit,complete,A horse! a horse! my,2011-08-17 11:28:25,2003-04-25 01:40:16
100430,100430,100430,9853.89,debit,complete,It seems she hangs u,2016-11-06 16:38:31,2011-11-06 13:42:20
100431,100431,100431,7637.13,debit,complete,Though this be madne,2007-10-02 21:22:00,2019-01-26 05:52:24
100432,100432,100432,4888.30,refund,complete,What a piece of work,2011-10-27 02:38:48,2016-04-02 22:42:45
100433,100433,100433,9624.81,credit,incomplete,I like this place an,2010-05-04 09:33:06,2015-11-23 18:54:22
100434,100434,100434,8019.29,refund,incomplete,"See, how she leans h",2017-11-16 14:11:59,2007-05-05 10:21:46
100435,100435,100435,3056.72,credit,incomplete,"Blow, blow, thou win",2016-12-20 09:57:12,2013-03-12 12:58:40
100436,100436,100436,3457.82,credit,incomplete,Off with his head!,2016-09-21 01:58:21,2002-05-28 04:36:07
100437,100437,100437,8968.12,debit,complete,"To be, or not to be:",2020-08-11 14:31:12,2011-08-13 19:32:24
100438,100438,100438,4746.42,credit,incomplete,The lady doth protes,2009-04-27 20:24:36,2022-09-07 22:03:33
100439,100439,100439,6251.90,debit,complete,All the world 's a s,2021-03-16 02:54:08,2019-10-04 01:41:21
100440,100440,100440,5949.48,debit,complete,For you and I are pa,2019-05-04 15:29:25,2010-08-25 22:22:01
100441,100441,100441,4114.85,credit,complete,The world is grown s,2006-11-13 21:07:49,2015-09-29 20:05:57
100442,100442,100442,167.10,debit,incomplete,Do you think I am ea,2005-09-14 20:51:54,2000-11-26 20:36:59
100443,100443,100443,73.72,refund,incomplete,The play 's the thin,2021-02-27 14:10:49,2008-04-23 12:43:18
100444,100444,100444,7455.13,credit,complete,All the world 's a s,2018-05-03 17:20:41,2019-09-29 16:01:43
100445,100445,100445,8971.03,credit,incomplete,"When sorrows come, t",2009-04-02 08:52:57,2006-08-23 07:46:27
100446,100446,100446,1468.40,credit,complete,"Blow, blow, thou win",2009-06-23 13:03:49,2023-11-02 13:30:36
100447,100447,100447,7713.84,refund,complete,For you and I are pa,2014-07-28 18:51:05,2019-06-02 21:53:50
100448,100448,100448,3600.63,debit,complete,Not stepping o'er th,2003-06-01 23:09:22,2013-06-24 20:56:20
100449,100449,100449,2064.50,credit,incomplete,This above all: to t,2008-09-21 17:33:58,2002-07-25 04:48:12
100450,100450,100450,6723.66,debit,complete,"So wise so young, th",2001-03-22 05:00:22,2007-02-08 17:18:27
100451,100451,100451,4132.61,refund,incomplete,Not stepping o'er th,2009-08-11 19:10:01,2023-11-27 21:22:36
100452,100452,100452,3387.25,refund,complete,"Blow, blow, thou win",2017-04-17 18:07:54,2022-01-11 15:07:40
100453,100453,100453,678.36,refund,complete,It seems she hangs u,2019-11-25 04:31:07,2012-04-08 02:38:55
100454,100454,100454,7491.38,credit,complete,How bitter a thing i,2007-05-13 00:44:32,2015-06-29 23:08:54
100455,100455,100455,4043.65,debit,complete,Off with his head!,2012-08-10 03:12:14,2008-10-13 19:46:57
100456,100456,100456,4855.06,credit,complete,Now is the winter of,2008-01-28 17:43:29,2011-08-03 02:31:47
100457,100457,100457,5737.79,credit,complete,"O Romeo, Romeo! wher",2016-03-30 08:15:09,2018-09-20 13:50:02
100458,100458,100458,9054.47,credit,complete,O! she doth teach th,2008-06-04 16:37:57,2005-03-17 02:11:42
100459,100459,100459,1335.45,refund,incomplete,I like this place an,2013-08-04 12:56:10,2016-11-26 10:51:42
100460,100460,100460,570.65,debit,incomplete,"When sorrows come, t",2012-10-15 19:48:21,2024-09-27 18:22:39
100461,100461,100461,8468.61,debit,complete,True is it that we h,2014-11-07 10:14:41,2017-01-01 10:42:35
100462,100462,100462,2260.04,refund,complete,Now is the winter of,2011-05-28 21:56:49,2015-03-05 07:12:14
100463,100463,100463,4039.25,refund,incomplete,The fool doth think ,2020-06-21 01:59:03,2017-12-25 08:04:24
100464,100464,100464,3935.59,debit,incomplete,Doubt that the sun d,2003-01-29 05:40:18,2020-03-16 03:26:13
100465,100465,100465,4230.60,refund,incomplete,For you and I are pa,2016-04-30 06:29:42,2019-02-03 14:04:10
100466,100466,100466,6320.45,refund,complete,Now is the winter of,2016-09-14 10:37:50,2007-07-25 10:08:02
100467,100467,100467,993.43,credit,complete,Tempt not a desperat,2005-11-07 17:52:09,2004-02-05 02:13:51
100468,100468,100468,6618.57,refund,complete,"See, how she leans h",2010-01-29 02:19:34,2008-07-12 17:17:05
100469,100469,100469,1126.13,credit,complete,What a piece of work,2004-10-09 03:20:35,2015-05-14 23:35:00
100470,100470,100470,7649.15,debit,complete,Conscience is but a ,2021-09-27 02:17:15,2014-09-27 07:58:25
100471,100471,100471,1208.12,refund,incomplete,True is it that we h,2002-07-08 01:46:27,2016-01-30 06:25:54
100472,100472,100472,2033.51,refund,incomplete,Now is the winter of,2024-12-30 06:30:38,2003-07-24 12:51:14
100473,100473,100473,994.23,debit,incomplete,A horse! a horse! my,2017-06-07 09:38:30,2010-10-26 22:44:42
100474,100474,100474,5830.24,credit,incomplete,Conscience is but a ,2018-12-31 11:13:20,2013-01-06 14:23:51
100475,100475,100475,4599.63,debit,complete,There is nothing eit,2008-02-07 01:31:56,2010-11-03 10:29:35
100476,100476,100476,9717.39,refund,complete,The world is grown s,2019-11-04 07:27:01,2012-10-07 12:05:06
100477,100477,100477,8222.39,debit,complete,In my mind's eye.,2010-12-06 09:33:47,2004-01-28 23:30:38
100478,100478,100478,4158.55,refund,complete,Brevity is the soul ,2008-04-29 15:56:06,2006-03-07 10:04:25
100479,100479,100479,3243.28,credit,incomplete,Rich gifts wax poor ,2025-06-21 05:17:30,2011-05-17 15:32:37
100480,100480,100480,705.78,refund,incomplete,"O Romeo, Romeo! wher",2010-09-24 20:20:20,2020-09-11 06:19:17
100481,100481,100481,7443.59,credit,complete,The lady doth protes,2023-11-24 17:09:53,2019-08-12 06:54:49
100482,100482,100482,8837.54,refund,incomplete,I like this place an,2025-06-05 04:09:45,2014-03-11 22:29:34
100483,100483,100483,5583.51,credit,complete,O! she doth teach th,2019-10-03 21:02:09,2021-01-09 08:04:02
100484,100484,100484,4560.73,credit,complete,For you and I are pa,2022-03-12 16:30:37,2002-12-27 01:11:14
100485,100485,100485,4632.66,debit,incomplete,"So wise so young, th",2019-05-20 18:04:18,2010-08-10 21:30:07
100486,100486,100486,7885.02,debit,incomplete,This above all: to t,2009-08-16 15:45:42,2017-12-26 06:33:55
100487,100487,100487,2144.37,debit,incomplete,Rich gifts wax poor ,2007-04-08 18:31:51,2011-09-24 20:04:55
100488,100488,100488,4574.62,credit,incomplete,Now is the winter of,2009-01-12 22:16:32,2004-04-09 19:30:37
100489,100489,100489,7376.53,refund,incomplete,Not stepping o'er th,2011-06-13 15:35:05,2008-02-22 17:13:34
100490,100490,100490,8072.34,debit,incomplete,Off with his head!,2017-11-29 05:10:44,2004-02-07 02:54:59
100491,100491,100491,198.98,debit,complete,"To be, or not to be:",2018-10-09 11:54:46,2010-04-15 14:47:55
100492,100492,100492,8855.54,debit,complete,The play 's the thin,2021-06-11 06:33:54,2023-09-21 06:04:29
100493,100493,100493,9164.64,debit,complete,A horse! a horse! my,2010-04-26 12:54:40,2019-01-04 05:12:36
100494,100494,100494,5810.24,debit,incomplete,"Blow, blow, thou win",2024-06-30 11:48:05,2018-07-04 18:37:08
100495,100495,100495,6585.42,debit,complete,Conscience is but a ,2010-01-05 20:19:54,2019-10-11 10:45:07
100496,100496,100496,1493.56,debit,incomplete,"Good Night, Good nig",2004-10-04 04:42:18,2007-05-08 12:26:05
100497,100497,100497,9430.89,refund,complete,O! she doth teach th,2001-01-22 20:52:32,2020-07-30 14:07:17
100498,100498,100498,5795.34,credit,complete,Off with his head!,2014-04-08 10:02:13,2011-12-10 06:20:34
100499,100499,100499,2397.32,debit,complete,How bitter a thing i,2002-02-03 15:56:34,2015-09-02 02:09:34
